0,0,0
0.8,-0.16697,0
0.516045,-3.93228,0
-0.299948,-3.97738,0
-0.220417,-0.012183,0
0,0,-0.8
0.516045,-3.93228,-0.8
-0.299948,-3.97738,-0.8
-0.220417,-0.012183,-0.8
0,0,-1.6
0.516045,-3.93228,-1.6
-0.299948,-3.97738,-1.6
-0.220417,-0.012183,-1.6
0,0,-2.4
0.516045,-3.93228,-2.4
-0.299948,-3.97738,-2.4
-0.220417,-0.012183,-2.4
0,0,-3.2
0.516045,-3.93228,-3.2
-0.299948,-3.97738,-3.2
-0.220417,-0.012183,-3.2
0,0,-4
0.516045,-3.93228,-4
-0.299948,-3.97738,-4
-0.220417,-0.012183,-4
0,0,-4.8
0.516045,-3.93228,-4.8
-0.299948,-3.97738,-4.8
-0.220417,-0.012183,-4.8
0,0,-5.6
0.516045,-3.93228,-5.6
-0.299948,-3.97738,-5.6
-0.220417,-0.012183,-5.6
0,0,-6.4
0.516045,-3.93228,-6.4
-0.299948,-3.97738,-6.4
-0.220417,-0.012183,-6.4
0,0,-7.2
0.516045,-3.93228,-7.2
-0.299948,-3.97738,-7.2
-0.220417,-0.012183,-7.2
0,0,-8
0.516045,-3.93228,-8
-0.299948,-3.97738,-8
-0.220417,-0.012183,-8
0,0,-8.8
0.516045,-3.93228,-8.8
-0.299948,-3.97738,-8.8
-0.220417,-0.012183,-8.8
0,0,-9.6
0.516045,-3.93228,-9.6
-0.299948,-3.97738,-9.6
-0.220417,-0.012183,-9.6
0,0,-10.4
0.516045,-3.93228,-10.4
-0.299948,-3.97738,-10.4
-0.220417,-0.012183,-10.4
0,0,-11.2
0.516045,-3.93228,-11.2
-0.299948,-3.97738,-11.2
-0.220417,-0.012183,-11.2
0,0,-12
0.516045,-3.93228,-12
-0.299948,-3.97738,-12
-0.220417,-0.012183,-12
0,0,-12.8
0.516045,-3.93228,-12.8
-0.299948,-3.97738,-12.8
-0.220417,-0.012183,-12.8
0,0,-13.6
0.516045,-3.93228,-13.6
-0.299948,-3.97738,-13.6
-0.220417,-0.012183,-13.6
0,0,-14.4
0.516045,-3.93228,-14.4
-0.299948,-3.97738,-14.4
-0.220417,-0.012183,-14.4
0,0,-15.2
0.516045,-3.93228,-15.2
-0.299948,-3.97738,-15.2
-0.220417,-0.012183,-15.2
0,0,-16
0.516045,-3.93228,-16
-0.299948,-3.97738,-16
-0.220417,-0.012183,-16
0,0,-16.8
0.516045,-3.93228,-16.8
-0.299948,-3.97738,-16.8
-0.220417,-0.012183,-16.8
0,0,-17.6
0.516045,-3.93228,-17.6
-0.299948,-3.97738,-17.6
-0.220417,-0.012183,-17.6
0,0,-18.4
0.516045,-3.93228,-18.4
-0.299948,-3.97738,-18.4
-0.220417,-0.012183,-18.4
0,0,-19.2
0.516045,-3.93228,-19.2
-0.299948,-3.97738,-19.2
-0.220417,-0.012183,-19.2
0,0,-20
0.516045,-3.93228,-20
-0.299948,-3.97738,-20
-0.220417,-0.012183,-20
0,0,-20.8
0.516045,-3.93228,-20.8
-0.299948,-3.97738,-20.8
-0.220417,-0.012183,-20.8
0,0,-21.6
0.516045,-3.93228,-21.6
-0.299948,-3.97738,-21.6
-0.220417,-0.012183,-21.6
0,0,-22.4
0.516045,-3.93228,-22.4
-0.299948,-3.97738,-22.4
-0.220417,-0.012183,-22.4
0,0,-23.2
0.516045,-3.93228,-23.2
-0.299948,-3.97738,-23.2
-0.220417,-0.012183,-23.2
0,0,-24
0.516045,-3.93228,-24
-0.299948,-3.97738,-24
-0.220417,-0.012183,-24
0,0,-24.8
0.516045,-3.93228,-24.8
-0.299948,-3.97738,-24.8
-0.220417,-0.012183,-24.8
0,0,-25.6
0.516045,-3.93228,-25.6
-0.299948,-3.97738,-25.6
-0.220417,-0.012183,-25.6
0,0,-26.4
0.516045,-3.93228,-26.4
-0.299948,-3.97738,-26.4
-0.220417,-0.012183,-26.4
0,0,-27.2
0.516045,-3.93228,-27.2
-0.299948,-3.97738,-27.2
-0.220417,-0.012183,-27.2
0,0,-28
0.516045,-3.93228,-28
-0.299948,-3.97738,-28
-0.220417,-0.012183,-28
0,0,-28.8
0.516045,-3.93228,-28.8
-0.299948,-3.97738,-28.8
